datetime,Will Israel or the US target an Iranian nuclear facility,Will Israel or the US target an Iranian oil or gas facility,Will Israel or the US target Fordow nuclear facility,Will Israel or the US target Isfahan Nuclear Technology Center nuclear facility,Will Israel or the US target Natanz Uranium Enrichment Facility
2026-03-01 09:20:00,0.5,0.5,0.5,0.5,
2026-03-01 09:21:00,0.5,0.5,0.5,0.5,0.5
2026-03-01 09:30:00,0.5,0.5,0.5,0.5,0.5
2026-03-01 09:31:00,0.5,0.5,0.5,0.5,0.5
2026-03-01 09:40:00,0.5,0.5,0.5,0.5,0.5
2026-03-01 09:41:00,0.5,0.5,0.5,0.5,0.5
2026-03-01 09:50:00,0.5,0.5,0.5,0.5,0.5
2026-03-01 09:51:00,0.5,0.5,0.5,0.5,0.5
2026-03-01 10:00:00,0.505,0.505,0.505,0.5,0.5
2026-03-01 10:01:00,0.505,0.505,0.505,0.5,0.5
2026-03-01 10:10:00,0.505,0.505,0.505,0.5,0.5
2026-03-01 10:11:00,0.505,0.505,0.505,0.5,0.5
2026-03-01 10:20:00,0.505,0.505,0.535,0.535,0.5
2026-03-01 10:21:00,0.505,0.505,0.535,0.535,0.5
2026-03-01 10:30:00,0.835,0.535,0.535,0.535,0.5
2026-03-01 10:31:00,0.835,0.535,0.535,0.535,0.535
2026-03-01 10:40:00,0.835,0.535,0.535,0.585,0.535
2026-03-01 10:41:00,0.835,0.535,0.535,0.585,0.535
2026-03-01 10:50:00,0.835,0.61,0.61,0.61,0.535
2026-03-01 10:51:00,0.835,0.61,0.61,0.61,0.61
2026-03-01 11:00:00,0.835,0.885,0.61,0.61,0.61
2026-03-01 11:01:00,0.8,0.885,0.61,0.61,0.61
2026-03-01 11:10:00,0.8,0.875,0.885,0.555,0.61
2026-03-01 11:11:00,0.8,0.875,0.885,0.555,0.545
2026-03-01 11:20:00,0.835,0.875,0.885,0.555,0.545
2026-03-01 11:21:00,0.835,0.875,0.885,0.555,0.545
2026-03-01 11:30:00,0.835,0.475,0.885,0.555,0.545
2026-03-01 11:31:00,0.835,0.475,0.885,0.555,0.545
2026-03-01 11:40:00,0.835,0.465,0.885,0.555,0.545
2026-03-01 11:41:00,0.835,0.465,0.885,0.555,0.545
2026-03-01 11:50:00,0.835,0.47,0.885,0.555,0.545
2026-03-01 11:51:00,0.835,0.47,0.885,0.555,0.545
2026-03-01 12:00:00,0.835,0.47,0.885,0.555,0.545
2026-03-01 12:01:00,0.835,0.47,0.885,0.59,0.545
2026-03-01 12:10:00,0.945,0.715,0.91,0.9,0.785
2026-03-01 12:20:00,0.95,0.715,0.945,0.95,0.785
2026-03-01 12:21:00,0.95,0.715,0.945,0.95,0.785
2026-03-01 12:30:00,0.935,0.715,0.945,0.95,0.785
2026-03-01 12:31:00,0.935,0.715,0.945,0.95,0.785
2026-03-01 12:40:00,0.945,0.49,0.945,0.95,0.785
2026-03-01 12:41:00,0.945,0.49,0.945,0.95,0.56
2026-03-01 12:50:00,0.95,0.475,0.945,0.95,0.56
2026-03-01 12:51:00,0.95,0.475,0.945,0.95,0.56
2026-03-01 13:00:00,0.95,0.48,0.84,0.95,0.56
2026-03-01 13:01:00,0.95,0.48,0.84,0.95,0.56
2026-03-01 13:10:00,0.95,0.48,0.54,0.6,0.56
2026-03-01 13:11:00,0.95,0.48,0.54,0.6,0.56
2026-03-01 13:20:00,0.95,0.485,0.575,0.6,0.56
2026-03-01 13:21:00,0.95,0.485,0.575,0.6,0.57
2026-03-01 13:30:00,0.95,0.41,0.58,0.6,0.57
2026-03-01 13:31:00,0.95,0.41,0.58,0.6,0.57
2026-03-01 13:40:00,0.95,0.32,0.58,0.6,0.57
2026-03-01 13:41:00,0.95,0.32,0.58,0.6,0.57
2026-03-01 13:50:00,0.95,0.32,0.58,0.6,0.57
2026-03-01 13:51:00,0.95,0.32,0.58,0.6,0.57
2026-03-01 14:01:00,0.95,0.32,0.58,0.6,0.57
2026-03-01 14:10:00,0.95,0.32,0.58,0.62,0.57
2026-03-01 14:20:00,0.945,0.32,0.58,0.62,0.57
2026-03-01 14:21:00,0.945,0.32,0.58,0.62,0.57
2026-03-01 14:30:00,0.945,0.32,0.58,0.62,0.57
2026-03-01 14:31:00,0.945,0.32,0.58,0.62,0.51
2026-03-01 14:41:00,0.945,0.365,0.58,0.62,0.74
2026-03-01 14:50:00,0.945,0.365,0.58,0.62,0.74
2026-03-01 14:51:00,0.945,0.365,0.58,0.62,0.53
2026-03-01 15:00:00,0.945,0.365,0.58,0.62,0.53
2026-03-01 15:01:00,0.945,0.365,0.58,0.62,0.53
2026-03-01 15:10:00,0.945,0.265,0.58,0.62,0.53
2026-03-01 15:11:00,0.945,0.265,0.58,0.62,0.74
2026-03-01 15:21:00,0.945,0.265,0.465,0.62,0.74
2026-03-01 15:30:00,0.945,0.265,0.465,0.62,0.74
2026-03-01 15:31:00,0.945,0.265,0.465,0.62,0.74
2026-03-01 15:40:00,0.945,0.275,0.465,0.62,0.74
2026-03-01 15:41:00,0.945,0.275,0.465,0.61,0.74
2026-03-01 15:51:00,0.945,0.275,0.465,0.61,0.745
2026-03-01 16:00:00,0.945,0.275,0.465,0.61,0.745
2026-03-01 16:01:00,0.945,0.275,0.465,0.61,0.75
2026-03-01 16:10:00,0.945,0.275,0.465,0.61,0.755
2026-03-01 16:20:00,0.945,0.275,0.465,0.61,0.755
2026-03-01 16:21:00,0.945,0.275,0.465,0.61,0.755
2026-03-01 16:30:00,0.945,0.275,0.465,0.61,0.755
2026-03-01 16:31:00,0.945,0.275,0.465,0.625,0.755
2026-03-01 16:40:00,0.94,0.395,0.465,0.62,0.755
2026-03-01 16:50:00,0.82,0.395,0.465,0.62,0.755
2026-03-01 16:51:00,0.82,0.395,0.465,0.62,0.755
2026-03-01 17:01:00,0.77,0.385,0.465,0.62,0.755
2026-03-01 17:10:00,0.735,0.385,0.465,0.62,0.755
2026-03-01 17:20:00,0.75,0.41,0.465,0.62,0.755
2026-03-01 17:21:00,0.75,0.41,0.465,0.62,0.755
2026-03-01 17:30:00,0.75,0.48,0.55,0.62,0.755
2026-03-01 17:31:00,0.75,0.48,0.55,0.62,0.565
2026-03-01 17:40:00,0.75,0.48,0.55,0.62,0.565
2026-03-01 17:41:00,0.755,0.49,0.55,0.62,0.565
2026-03-01 17:50:00,0.755,0.49,0.465,0.925,0.565
2026-03-01 17:51:00,0.755,0.49,0.465,0.925,0.565
2026-03-01 18:00:00,0.755,0.485,0.465,0.925,0.565
2026-03-01 18:01:00,0.895,0.485,0.45,0.62,0.565
2026-03-01 18:10:00,0.875,0.485,0.45,0.62,0.565
2026-03-01 18:11:00,0.875,0.485,0.45,0.62,0.565
2026-03-01 18:20:00,0.86,0.475,0.45,0.615,0.565
2026-03-01 18:21:00,0.86,0.475,0.45,0.615,0.565
2026-03-01 18:30:00,0.94,0.475,0.46,0.615,0.565
2026-03-01 18:31:00,0.94,0.475,0.46,0.615,0.565
2026-03-01 18:40:00,0.84,0.475,0.5,0.62,0.565
2026-03-01 18:41:00,0.84,0.475,0.5,0.62,0.565
2026-03-01 18:50:00,0.84,0.485,0.5,0.62,0.565
2026-03-01 18:51:00,0.94,0.485,0.51,0.625,0.58
2026-03-01 19:00:00,0.945,0.485,0.51,0.625,0.58
2026-03-01 19:01:00,0.945,0.485,0.51,0.625,0.58
2026-03-01 19:10:00,0.945,0.485,0.51,0.625,0.58
2026-03-01 19:11:00,0.945,0.485,0.51,0.625,0.58
2026-03-01 19:20:00,0.945,0.485,0.51,0.63,0.59
2026-03-01 19:31:00,0.945,0.485,0.51,0.63,0.695
2026-03-01 19:40:00,0.945,0.48,0.51,0.63,0.695
2026-03-01 19:41:00,0.945,0.48,0.51,0.645,0.755
2026-03-01 19:50:00,0.94,0.48,0.51,0.685,0.775
2026-03-01 20:01:00,0.935,0.48,0.51,0.69,0.78
2026-03-01 20:10:00,0.955,0.48,0.515,0.69,0.77
2026-03-01 20:20:00,0.955,0.48,0.535,0.74,0.77
2026-03-01 20:30:00,0.955,0.48,0.535,0.74,0.77
2026-03-01 20:31:00,0.96,0.48,0.535,0.74,0.77
2026-03-01 20:40:00,0.96,0.48,0.54,0.745,0.77
2026-03-01 20:41:00,0.96,0.48,0.54,0.745,0.785
2026-03-01 20:50:00,0.955,0.48,0.545,0.745,0.785
2026-03-01 20:51:00,0.955,0.48,0.545,0.755,0.85
2026-03-01 21:00:00,0.955,0.48,0.55,0.755,0.85
2026-03-01 21:01:00,0.955,0.48,0.55,0.755,0.845
2026-03-01 21:10:00,0.955,0.48,0.55,0.575,0.77
2026-03-01 21:20:00,0.96,0.48,0.555,0.76,0.77
2026-03-01 21:21:00,0.96,0.48,0.555,0.76,0.77
2026-03-01 21:30:00,0.96,0.48,0.555,0.76,0.77
2026-03-01 21:31:00,0.96,0.48,0.555,0.59,0.77
2026-03-01 21:41:00,0.96,0.48,0.555,0.775,0.78
2026-03-01 21:50:00,0.96,0.48,0.575,0.775,0.78
2026-03-01 21:51:00,0.96,0.48,0.575,0.775,0.865
2026-03-01 22:00:00,0.96,0.48,0.575,0.775,0.865
2026-03-01 22:01:00,0.96,0.48,0.65,0.775,0.865
2026-03-01 22:10:00,0.96,0.48,0.735,0.615,0.865
2026-03-01 22:11:00,0.96,0.48,0.735,0.615,0.86
2026-03-01 22:21:00,0.96,0.48,0.645,0.615,0.86
2026-03-01 22:31:00,0.96,0.405,0.645,0.615,0.85
2026-03-01 22:40:00,0.96,0.465,0.665,0.63,0.85
2026-03-01 22:41:00,0.96,0.465,0.665,0.63,0.87
2026-03-01 22:50:00,0.96,0.465,0.675,0.655,0.87
2026-03-01 22:51:00,0.96,0.465,0.675,0.655,0.87
2026-03-01 23:01:00,0.965,0.45,0.675,0.75,0.87
2026-03-01 23:10:00,0.965,0.45,0.675,0.75,0.87
2026-03-01 23:11:00,0.965,0.45,0.675,0.75,0.87
2026-03-01 23:20:00,0.96,0.45,0.675,0.745,0.87
2026-03-01 23:21:00,0.96,0.45,0.675,0.745,0.875
2026-03-01 23:30:00,0.96,0.45,0.675,0.745,0.855
2026-03-01 23:31:00,0.96,0.45,0.71,0.78,0.85
2026-03-01 23:40:00,0.96,0.45,0.675,0.745,0.85
2026-03-01 23:41:00,0.96,0.45,0.675,0.745,0.855
2026-03-01 23:50:00,0.96,0.45,0.675,0.735,0.855
2026-03-01 23:51:00,0.96,0.45,0.675,0.735,0.84
2026-03-02 00:00:00,0.96,0.445,0.675,0.735,0.84
2026-03-02 00:01:00,0.96,0.445,0.675,0.735,0.845
2026-03-02 00:10:00,0.96,0.445,0.675,0.74,0.845
2026-03-02 00:11:00,0.96,0.445,0.675,0.74,0.845
2026-03-02 00:20:00,0.96,0.47,0.685,0.745,0.845
2026-03-02 00:21:00,0.96,0.47,0.685,0.745,0.845
2026-03-02 00:30:00,0.96,0.485,0.685,0.745,0.845
2026-03-02 00:31:00,0.96,0.485,0.685,0.745,0.845
2026-03-02 00:41:00,0.959,0.485,0.68,0.75,0.845
2026-03-02 00:50:00,0.959,0.485,0.68,0.74,0.845
2026-03-02 00:51:00,0.959,0.485,0.68,0.74,0.84
2026-03-02 01:00:00,0.9585,0.49,0.68,0.74,0.84
2026-03-02 01:01:00,0.9585,0.49,0.68,0.835,0.845
2026-03-02 01:10:00,0.934,0.465,0.65,0.835,0.845
2026-03-02 01:11:00,0.934,0.465,0.65,0.85,0.845
2026-03-02 01:20:00,0.934,0.465,0.655,0.85,0.845
2026-03-02 01:21:00,0.934,0.465,0.655,0.85,0.845
2026-03-02 01:30:00,0.933,0.44,0.655,0.85,0.845
2026-03-02 01:31:00,0.933,0.44,0.645,0.855,0.845
2026-03-02 01:40:00,0.9385,0.38,0.65,0.855,0.845
2026-03-02 01:41:00,0.9385,0.38,0.65,0.855,0.845
2026-03-02 01:50:00,0.936,0.37,0.645,0.845,0.845
2026-03-02 01:51:00,0.936,0.37,0.645,0.845,0.845
2026-03-02 02:00:00,0.936,0.37,0.645,0.845,0.845
2026-03-02 02:01:00,0.936,0.37,0.65,0.845,0.84
2026-03-02 02:10:00,0.939,0.37,0.635,0.855,0.84
2026-03-02 02:11:00,0.939,0.37,0.635,0.855,0.84
2026-03-02 02:21:00,0.939,0.395,0.64,0.86,0.84
2026-03-02 02:30:00,0.939,0.395,0.64,0.86,0.84
2026-03-02 02:31:00,0.939,0.395,0.64,0.86,0.84
2026-03-02 02:40:00,0.9305,0.4,0.64,0.86,0.84
2026-03-02 02:41:00,0.9305,0.4,0.64,0.86,0.845
2026-03-02 02:50:00,0.931,0.405,0.63,0.865,0.845
2026-03-02 02:51:00,0.931,0.405,0.63,0.865,0.86
2026-03-02 03:00:00,0.931,0.405,0.63,0.865,0.86
2026-03-02 03:01:00,0.931,0.405,0.63,0.87,0.87
2026-03-02 03:10:00,0.9305,0.405,0.64,0.87,0.87
2026-03-02 03:11:00,0.9305,0.405,0.64,0.87,0.87
2026-03-02 03:20:00,0.9305,0.405,0.64,0.875,0.87
2026-03-02 03:31:00,0.926,0.405,0.625,0.86,0.87
2026-03-02 03:40:00,0.9255,0.405,0.625,0.86,0.855
2026-03-02 03:50:00,0.9255,0.405,0.625,0.86,0.855
2026-03-02 03:51:00,0.9295,0.405,0.625,0.86,0.86
2026-03-02 04:00:00,0.9295,0.405,0.555,0.86,0.86
2026-03-02 04:01:00,0.9295,0.405,0.555,0.86,0.86
2026-03-02 04:10:00,0.9305,0.405,0.545,0.86,0.86
2026-03-02 04:11:00,0.9305,0.405,0.545,0.86,0.75
2026-03-02 04:20:00,0.9305,0.405,0.455,0.855,0.745
2026-03-02 04:30:00,0.9305,0.405,0.465,0.855,0.745
2026-03-02 04:31:00,0.9305,0.405,0.465,0.855,0.745
2026-03-02 04:40:00,0.93,0.41,0.465,0.855,0.745
2026-03-02 04:41:00,0.93,0.41,0.465,0.855,0.745
2026-03-02 04:50:00,0.931,0.41,0.455,0.855,0.745
2026-03-02 04:51:00,0.931,0.41,0.455,0.855,0.745
2026-03-02 05:01:00,0.93,0.41,0.435,0.855,0.71
2026-03-02 05:10:00,0.9305,0.41,0.435,0.87,0.745
2026-03-02 05:20:00,0.93,0.4,0.44,0.87,0.745
2026-03-02 05:21:00,0.93,0.4,0.44,0.87,0.75
2026-03-02 05:30:00,0.93,0.4,0.44,0.87,0.75
2026-03-02 05:31:00,0.93,0.345,0.44,0.865,0.75
2026-03-02 05:40:00,0.9295,0.34,0.44,0.865,0.75
2026-03-02 05:41:00,0.9295,0.34,0.44,0.865,0.75
2026-03-02 05:50:00,0.9295,0.29,0.44,0.865,0.75
2026-03-02 05:51:00,0.9295,0.29,0.44,0.865,0.75
2026-03-02 06:00:00,0.9295,0.29,0.44,0.865,0.75
2026-03-02 06:01:00,0.9295,0.29,0.44,0.865,0.75
2026-03-02 06:10:00,0.934,0.3,0.44,0.865,0.75
2026-03-02 06:11:00,0.934,0.3,0.44,0.865,0.75
2026-03-02 06:20:00,0.934,0.295,0.44,0.865,0.75
2026-03-02 06:21:00,0.934,0.295,0.44,0.86,0.75
2026-03-02 06:30:00,0.934,0.33,0.44,0.86,0.75
2026-03-02 06:31:00,0.934,0.33,0.44,0.86,0.75
2026-03-02 06:41:00,0.9345,0.315,0.445,0.86,0.75
2026-03-02 06:50:00,0.9345,0.34,0.445,0.86,0.75
2026-03-02 06:51:00,0.9335,0.34,0.44,0.86,0.75
2026-03-02 07:00:00,0.9255,0.355,0.445,0.86,0.75
2026-03-02 07:01:00,0.9255,0.355,0.445,0.86,0.75
2026-03-02 07:10:00,0.931,0.415,0.445,0.86,0.75
2026-03-02 07:11:00,0.931,0.415,0.445,0.86,0.74
2026-03-02 07:20:00,0.932,0.5,0.435,0.86,0.74
2026-03-02 07:21:00,0.932,0.5,0.435,0.86,0.74
2026-03-02 07:30:00,0.9335,0.44,0.46,0.86,0.74
2026-03-02 07:31:00,0.9335,0.44,0.46,0.86,0.74
2026-03-02 07:40:00,0.9335,0.43,0.46,0.86,0.74
2026-03-02 07:41:00,0.923,0.43,0.45,0.86,0.74
2026-03-02 07:50:00,0.9185,0.43,0.45,0.86,0.74
2026-03-02 07:51:00,0.9185,0.43,0.45,0.86,0.74
2026-03-02 08:01:00,0.93,0.43,0.45,0.86,0.74
2026-03-02 08:10:00,0.933,0.43,0.46,0.86,0.74
2026-03-02 08:11:00,0.933,0.43,0.46,0.86,0.725
2026-03-02 08:20:00,0.93,0.43,0.465,0.875,0.725
2026-03-02 08:21:00,0.93,0.43,0.465,0.875,0.735
2026-03-02 08:30:00,0.93,0.44,0.465,0.875,0.735
2026-03-02 08:31:00,0.93,0.44,0.465,0.875,0.745
2026-03-02 08:40:00,0.93,0.44,0.425,0.865,0.745
2026-03-02 08:50:00,0.929,0.55,0.435,0.86,0.745
2026-03-02 08:51:00,0.929,0.55,0.435,0.86,0.745
2026-03-02 09:00:00,0.9305,0.535,0.43,0.865,0.745
2026-03-02 09:01:00,0.9305,0.535,0.43,0.865,0.745
2026-03-02 09:10:00,0.93,0.545,0.43,0.865,0.74
2026-03-02 09:20:00,0.929,0.535,0.44,0.875,0.745
2026-03-02 09:30:00,0.929,0.53,0.43,0.875,0.745
2026-03-02 09:31:00,0.929,0.53,0.43,0.87,0.74
2026-03-02 09:40:00,0.9295,0.52,0.43,0.875,0.74
2026-03-02 09:41:00,0.9295,0.52,0.43,0.875,0.74
2026-03-02 09:50:00,0.922,0.52,0.425,0.875,0.745
2026-03-02 10:00:00,0.923,0.54,0.43,0.87,0.745
2026-03-02 10:01:00,0.923,0.54,0.43,0.87,0.74
2026-03-02 10:10:00,0.9145,0.54,0.445,0.87,0.735
2026-03-02 10:20:00,0.915,0.535,0.43,0.87,0.735
2026-03-02 10:21:00,0.915,0.535,0.43,0.87,0.74
2026-03-02 10:30:00,0.9315,0.56,0.43,0.87,0.74
2026-03-02 10:31:00,0.9315,0.56,0.43,0.865,0.74
2026-03-02 10:40:00,0.9315,0.555,0.43,0.865,0.74
2026-03-02 10:50:00,0.857,0.575,0.43,0.865,0.74
2026-03-02 11:00:00,0.857,0.56,0.43,0.865,0.74
2026-03-02 11:01:00,0.8195,0.56,0.425,0.83,0.74
2026-03-02 11:10:00,0.8245,0.57,0.435,0.78,0.74
2026-03-02 11:20:00,0.8245,0.58,0.435,0.78,0.74
2026-03-02 11:21:00,0.8425,0.58,0.44,0.705,0.74
2026-03-02 11:30:00,0.852,0.575,0.355,0.705,0.74
2026-03-02 11:31:00,0.852,0.575,0.355,0.705,0.735
2026-03-02 11:40:00,0.874,0.575,0.27,0.635,0.735
2026-03-02 11:50:00,0.8765,0.575,0.305,0.635,0.735
2026-03-02 12:00:00,0.8745,0.575,0.36,0.635,0.735
2026-03-02 12:01:00,0.8745,0.575,0.36,0.635,0.735
2026-03-02 12:10:00,0.873,0.57,0.36,0.635,0.735
2026-03-02 12:20:00,0.884,0.53,0.365,0.635,0.735
2026-03-02 12:30:00,0.8785,0.53,0.35,0.635,0.735
2026-03-02 12:31:00,0.8785,0.53,0.35,0.635,0.735
2026-03-02 12:40:00,0.8825,0.53,0.375,0.635,0.735
2026-03-02 12:45:00,0.8685,0.53,0.375,0.635,0.87
2026-03-02 12:46:00,0.8685,0.53,0.375,0.635,0.87
2026-03-02 12:47:00,0.8685,0.53,0.375,0.635,0.87
2026-03-02 12:48:00,0.8685,0.53,0.375,0.635,0.87
2026-03-02 12:49:00,0.8685,0.53,0.375,0.635,0.87
2026-03-02 12:50:00,0.8685,0.53,0.375,0.635,0.735
2026-03-02 12:51:00,0.8685,0.53,0.375,0.635,0.87
2026-03-02 12:52:00,0.8685,0.51,0.37,0.635,0.87
2026-03-02 12:53:00,0.8695,0.505,0.375,0.635,0.87
2026-03-02 12:54:00,0.8695,0.505,0.375,0.635,0.87
2026-03-02 12:55:00,0.8695,0.505,0.375,0.635,0.87
2026-03-02 12:56:00,0.869,0.495,0.375,0.645,0.875
2026-03-02 12:57:00,0.8685,0.495,0.375,0.645,0.875
2026-03-02 12:58:00,0.8685,0.49,0.375,0.645,0.875
2026-03-02 12:59:00,0.865,0.49,0.375,0.645,0.875
2026-03-02 13:00:00,0.861,0.49,0.375,0.645,0.87
2026-03-02 13:01:00,0.861,0.49,0.375,0.645,0.875
2026-03-02 13:02:00,0.869,0.485,0.375,0.645,0.875
2026-03-02 13:03:00,0.869,0.485,0.375,0.665,0.875
2026-03-02 13:05:00,0.869,0.49,0.375,0.665,0.875
2026-03-02 13:06:00,0.869,0.495,0.375,0.665,0.875
2026-03-02 13:07:00,0.869,0.485,0.375,0.665,0.875
2026-03-02 13:08:00,0.869,0.485,0.375,0.68,0.875
2026-03-02 13:09:00,0.8655,0.485,0.375,0.685,0.875
2026-03-02 13:10:00,0.8615,0.425,0.375,0.675,0.875
2026-03-02 13:11:00,0.86,0.39,0.375,0.675,0.875
2026-03-02 13:12:00,0.86,0.345,0.375,0.675,0.875
2026-03-02 13:13:00,0.86,0.345,0.39,0.685,0.875
2026-03-02 13:14:00,0.86,0.35,0.385,0.68,0.875
2026-03-02 13:15:00,0.86,0.35,0.385,0.69,0.87
2026-03-02 13:16:00,0.86,0.35,0.385,0.7,0.87
2026-03-02 13:17:00,0.86,0.355,0.385,0.7,0.87
2026-03-02 13:18:00,0.87,0.355,0.385,0.7,0.87
2026-03-02 13:19:00,0.8595,0.34,0.385,0.72,0.87
2026-03-02 13:20:00,0.86,0.325,0.385,0.715,0.87
2026-03-02 13:21:00,0.86,0.33,0.385,0.715,0.87
2026-03-02 13:22:00,0.86,0.325,0.385,0.72,0.87
2026-03-02 13:23:00,0.8595,0.325,0.385,0.72,0.87
2026-03-02 13:24:00,0.8595,0.315,0.385,0.72,0.87
2026-03-02 13:25:00,0.8595,0.3,0.385,0.72,0.87
2026-03-02 13:26:00,0.8595,0.31,0.385,0.725,0.87
2026-03-02 13:27:00,0.8595,0.335,0.385,0.725,0.865
2026-03-02 13:28:00,0.8595,0.33,0.385,0.725,0.865
2026-03-02 13:29:00,0.8595,0.35,0.385,0.725,0.865
2026-03-02 13:30:00,0.86,0.34,0.385,0.715,0.87
2026-03-02 13:31:00,0.8595,0.34,0.385,0.725,0.87
2026-03-02 13:32:00,0.86,0.335,0.39,0.725,0.865
2026-03-02 13:33:00,0.86,0.325,0.39,0.725,0.865
2026-03-02 13:34:00,0.86,0.315,0.39,0.725,0.865
2026-03-02 13:35:00,0.86,0.315,0.39,0.725,0.865
2026-03-02 13:36:00,0.8685,0.32,0.39,0.725,0.865
2026-03-02 13:38:00,0.8665,0.32,0.39,0.725,0.865
2026-03-02 13:39:00,0.867,0.325,0.39,0.725,0.865
2026-03-02 13:40:00,0.867,0.325,0.39,0.725,0.865
2026-03-02 13:41:00,0.867,0.33,0.39,0.725,0.865
2026-03-02 13:42:00,0.8695,0.335,0.39,0.725,0.865
2026-03-02 13:43:00,0.8695,0.34,0.385,0.725,0.865
2026-03-02 13:44:00,0.8695,0.35,0.385,0.725,0.865
2026-03-02 13:45:00,0.8695,0.425,0.385,0.725,0.865
2026-03-02 13:46:00,0.8695,0.425,0.385,0.725,0.865
2026-03-02 13:47:00,0.8695,0.415,0.385,0.725,0.865
2026-03-02 13:48:00,0.8695,0.42,0.385,0.725,0.865
2026-03-02 13:49:00,0.87,0.355,0.385,0.8,0.865
2026-03-02 13:50:00,0.8705,0.36,0.385,0.815,0.865
2026-03-02 13:51:00,0.8705,0.35,0.385,0.81,0.865
